"id_patient","redcap_repeat_instrument","redcap_repeat_instance","birthdate_patient","deathdate_patient","ssn_patient","drivers_patient","passport_patient","prefix_patient","first_patient","last_patient","suffix_patient","maiden_patient","marital_patient","race_patient","ethnicity_patient","gender_patient","birthplace_patient","address_patient","city_patient","state_patient","fips_patient","suburb_patient","zip_patient","lat_patient","lon_patient","healthcare_expenses_patient","healthcare_coverage_patient","income_patient","patients_complete","start_medication","stop_medication","payer_medication","encounter_medication","code_medication","description_medication","base_cost_medication","payer_coverage_medication","dispenses_medication","totalcost_medication","reasoncode_medication","reasondescription_medication","medications_complete","start_condition","stop_condition","encounter_condition","code_condition","description_condition","conditions_complete"
"41586d2b-7055-8dfe-174b-86499902407c",NA,NA,1924-11-12,NA,"999-20-6524","S99954098","X16126593X","Mr.","Thad495","Feest103",NA,NA,2,"white","Other",1,"Dixon  California  US","637 Jones Mission Unit 8","Greater Geelong","Victoria",6007,"Cremorne",3221,-38.181608,144.427419,231904.14,511927.54,44383,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41586d2b-7055-8dfe-174b-86499902407c","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-02-26 00:30:01,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","c2be0261-b35c-792d-711d-0fb996073350",312961,"Simvastatin 20 MG Oral Tablet",564.97,451.98,390,220338.3,NA,NA,0,NA,NA,NA,NA,NA,NA
"41586d2b-7055-8dfe-174b-86499902407c","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-02-26 00:30:01,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","c2be0261-b35c-792d-711d-0fb996073350",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",260.78,208.62,390,101704.2,NA,NA,0,NA,NA,NA,NA,NA,NA
"41586d2b-7055-8dfe-174b-86499902407c","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-02-26 00:30:01,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","c2be0261-b35c-792d-711d-0fb996073350",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",1564.25,1251.4,390,610057.5,NA,NA,0,NA,NA,NA,NA,NA,NA
"41586d2b-7055-8dfe-174b-86499902407c","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-02-19,NA,"c2be0261-b35c-792d-711d-0fb996073350",414545008,"Ischemic heart disease (disorder)",0
"42129bb8-293c-6cc9-e89d-54cffa364567",NA,NA,1943-08-09,NA,"999-74-3930","S99923835","X2564864X","Mr.","Neil122","Marquardt819",NA,NA,2,"hawaiian","Other",1,"Menifee  California  US","1022 Feeney Crossroad","Colac Otway","Victoria",6059,"Abbotsford",3237,-38.716838,143.474392,84452.59,333499.8,43974,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42129bb8-293c-6cc9-e89d-54cffa364567","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-14 06:23:35,2023-10-14 06:23:35,"a735bf55-83e9-331a-899d-a82a60b9f60c","8037f77e-a84b-28dd-4b66-da3a1f74a0ac",314231,"Simvastatin 10 MG Oral Tablet",0.86,0,12,10.32,55822004,"Hyperlipidemia",0,NA,NA,NA,NA,NA,NA
"42129bb8-293c-6cc9-e89d-54cffa364567","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-12 06:23:35,2023-11-20 06:23:35,"a735bf55-83e9-331a-899d-a82a60b9f60c","8037f77e-a84b-28dd-4b66-da3a1f74a0ac",895996,"120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler [Flovent]",260.78,208.62,1,260.78,233678006,"Childhood asthma",0,NA,NA,NA,NA,NA,NA
"42129bb8-293c-6cc9-e89d-54cffa364567","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-12 06:23:35,2023-11-20 06:23:35,"a735bf55-83e9-331a-899d-a82a60b9f60c","8037f77e-a84b-28dd-4b66-da3a1f74a0ac",314076,"lisinopril 10 MG Oral Tablet",1.84,1.47,4,7.36,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"42129bb8-293c-6cc9-e89d-54cffa364567","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-12 06:23:35,2023-11-20 06:23:35,"a735bf55-83e9-331a-899d-a82a60b9f60c","8037f77e-a84b-28dd-4b66-da3a1f74a0ac",308136,"amLODIPine 2.5 MG Oral Tablet",1.9,1.52,4,7.6,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"42129bb8-293c-6cc9-e89d-54cffa364567","medications",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-12 06:23:35,2023-11-20 06:23:35,"a735bf55-83e9-331a-899d-a82a60b9f60c","8037f77e-a84b-28dd-4b66-da3a1f74a0ac",630208,"albuterol 0.83 MG/ML Inhalation Solution",260.78,208.62,1,260.78,233678006,"Childhood asthma",0,NA,NA,NA,NA,NA,NA
"42129bb8-293c-6cc9-e89d-54cffa364567","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-12,NA,"8037f77e-a84b-28dd-4b66-da3a1f74a0ac",414545008,"Ischemic heart disease (disorder)",0
"44136c71-d068-1ae1-cf5b-6e7ec31c033c",NA,NA,1960-08-02,NA,"999-29-4831","S99974655","X26959511X","Mr.","King743","Altenwerth646",NA,NA,2,"asian","Other",1,"Lawndale  California  US","815 Quitzon Lock","East Gippsland","Victoria",6073,"Ripponlea",3887,-37.757895,148.116641,11725.56,208961.08,5943,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44136c71-d068-1ae1-cf5b-6e7ec31c033c","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-18 11:21:17,2017-01-17 11:21:17,"df166300-5a78-3502-a46a-832842197811","0b7c2e63-4d33-0e9e-fdad-63a19b90cf14",310798,"Hydrochlorothiazide 25 MG Oral Tablet",1.18,0,1,1.18,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"44136c71-d068-1ae1-cf5b-6e7ec31c033c","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-18 11:21:17,2017-01-17 11:21:17,"df166300-5a78-3502-a46a-832842197811","0b7c2e63-4d33-0e9e-fdad-63a19b90cf14",209387,"Acetaminophen 325 MG Oral Tablet [Tylenol]",260.78,110.78,3,782.34,NA,NA,0,NA,NA,NA,NA,NA,NA
"44136c71-d068-1ae1-cf5b-6e7ec31c033c","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-18 11:21:17,2017-01-17 11:21:17,"df166300-5a78-3502-a46a-832842197811","0b7c2e63-4d33-0e9e-fdad-63a19b90cf14",314076,"lisinopril 10 MG Oral Tablet",1.84,0,1,1.84,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"44136c71-d068-1ae1-cf5b-6e7ec31c033c","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-18 11:21:17,2017-01-17 11:21:17,"df166300-5a78-3502-a46a-832842197811","0b7c2e63-4d33-0e9e-fdad-63a19b90cf14",308136,"amLODIPine 2.5 MG Oral Tablet",2.27,0,1,2.27,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"44136c71-d068-1ae1-cf5b-6e7ec31c033c","medications",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-25 11:21:17,NA,"df166300-5a78-3502-a46a-832842197811","0b7c2e63-4d33-0e9e-fdad-63a19b90cf14",309362,"Clopidogrel 75 MG Oral Tablet",2216.04,2166.04,90,199443.6,NA,NA,0,NA,NA,NA,NA,NA,NA
"44136c71-d068-1ae1-cf5b-6e7ec31c033c","medications",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-25 11:21:17,NA,"df166300-5a78-3502-a46a-832842197811","0b7c2e63-4d33-0e9e-fdad-63a19b90cf14",312961,"Simvastatin 20 MG Oral Tablet",367.83,317.83,90,33104.7,NA,NA,0,NA,NA,NA,NA,NA,NA
"44136c71-d068-1ae1-cf5b-6e7ec31c033c","medications",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-25 11:21:17,NA,"df166300-5a78-3502-a46a-832842197811","0b7c2e63-4d33-0e9e-fdad-63a19b90cf14",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",260.78,210.78,90,23470.2,NA,NA,0,NA,NA,NA,NA,NA,NA
"44136c71-d068-1ae1-cf5b-6e7ec31c033c","medications",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-25 11:21:17,NA,"df166300-5a78-3502-a46a-832842197811","0b7c2e63-4d33-0e9e-fdad-63a19b90cf14",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",784.93,734.93,90,70643.7,NA,NA,0,NA,NA,NA,NA,NA,NA
"44136c71-d068-1ae1-cf5b-6e7ec31c033c","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-18,NA,"0b7c2e63-4d33-0e9e-fdad-63a19b90cf14",414545008,"Ischemic heart disease (disorder)",0
"44487bc4-57bf-fa64-3789-1702cd4cd989",NA,NA,1919-10-23,NA,"999-10-8972","S99999725","X29751066X","Mr.","Everett935","Turner526",NA,NA,2,"white","Other",1,"Braintree  Massachusetts  US","546 Kunde Well","Greater Shepparton","Victoria",NA,"Albert Park",3616,-36.464118,145.145217,154754.26,1468853.8,153877,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44487bc4-57bf-fa64-3789-1702cd4cd989","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-09-08 10:59:03,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","2693304d-3c70-db94-e85b-dc95340e0a46",312961,"Simvastatin 20 MG Oral Tablet",117.88,94.3,359,42318.92,NA,NA,0,NA,NA,NA,NA,NA,NA
"44487bc4-57bf-fa64-3789-1702cd4cd989","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-09-08 10:59:03,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","2693304d-3c70-db94-e85b-dc95340e0a46",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",129.94,103.95,359,46648.46,NA,NA,0,NA,NA,NA,NA,NA,NA
"44487bc4-57bf-fa64-3789-1702cd4cd989","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-09-08 10:59:03,NA,"a735bf55-83e9-331a-899d-a82a60b9f60c","2693304d-3c70-db94-e85b-dc95340e0a46",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",337.77,270.22,359,121259.43,NA,NA,0,NA,NA,NA,NA,NA,NA
"44487bc4-57bf-fa64-3789-1702cd4cd989","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-09-01,NA,"2693304d-3c70-db94-e85b-dc95340e0a46",414545008,"Ischemic heart disease (disorder)",0
"46036cf1-b1f3-2893-579e-92a9e0566d53",NA,NA,1931-12-15,2019-07-28,"999-25-3694","S99916489","X37549613X","Mr.","Loren192","Brown30",NA,NA,1,"white","Other",1,"Los Angeles  California  US","700 Schowalter Byway Suite 66","Orroroo Carrieton","Victoria",6061,"Ripponlea",5431,-32.212021,138.883978,14686.96,505554.79,12419,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46036cf1-b1f3-2893-579e-92a9e0566d53","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-05-28 01:05:15,NA,"d18ef2e6-ef40-324c-be54-34a5ee865625","765de1bc-e6df-3480-25fa-d8372c5b64d8",309362,"Clopidogrel 75 MG Oral Tablet",744.23,709.23,209,155544.07,NA,NA,0,NA,NA,NA,NA,NA,NA
"46036cf1-b1f3-2893-579e-92a9e0566d53","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-05-28 01:05:15,NA,"d18ef2e6-ef40-324c-be54-34a5ee865625","765de1bc-e6df-3480-25fa-d8372c5b64d8",312961,"Simvastatin 20 MG Oral Tablet",893.32,858.32,209,186703.88,NA,NA,0,NA,NA,NA,NA,NA,NA
"46036cf1-b1f3-2893-579e-92a9e0566d53","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-05-28 01:05:15,NA,"d18ef2e6-ef40-324c-be54-34a5ee865625","765de1bc-e6df-3480-25fa-d8372c5b64d8",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",260.78,225.78,209,54503.02,NA,NA,0,NA,NA,NA,NA,NA,NA
"46036cf1-b1f3-2893-579e-92a9e0566d53","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-05-28 01:05:15,NA,"d18ef2e6-ef40-324c-be54-34a5ee865625","765de1bc-e6df-3480-25fa-d8372c5b64d8",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",1088.1,1053.1,209,227412.9,NA,NA,0,NA,NA,NA,NA,NA,NA
"46036cf1-b1f3-2893-579e-92a9e0566d53","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-05-21,NA,"765de1bc-e6df-3480-25fa-d8372c5b64d8",414545008,"Ischemic heart disease (disorder)",0
"048241ea-c99b-802b-7d40-59dc6074f92a",NA,NA,1921-12-12,NA,"999-30-3888","S99937821","X83823529X","Mr.","Timoteo39","Marín855",NA,NA,1,"white","Other",1,"Kingston  Kingston  JM","795 Bernhard Trafficway","Melbourne","Victoria",6037,"Abbotsford",3006,-37.823258,144.965926,326625.18,1047556.95,73521,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"048241ea-c99b-802b-7d40-59dc6074f92a","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-05-06 10:06:50,NA,"e03e23c9-4df1-3eb6-a62d-f70f02301496","caf9919f-d90a-1c31-ccf7-ac479283f46f",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",260.78,0,473,123348.94,NA,NA,0,NA,NA,NA,NA,NA,NA
"048241ea-c99b-802b-7d40-59dc6074f92a","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-05-06 10:06:50,NA,"e03e23c9-4df1-3eb6-a62d-f70f02301496","caf9919f-d90a-1c31-ccf7-ac479283f46f",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",419.61,0,473,198475.53,NA,NA,0,NA,NA,NA,NA,NA,NA
"048241ea-c99b-802b-7d40-59dc6074f92a","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985-04-29,NA,"caf9919f-d90a-1c31-ccf7-ac479283f46f",414545008,"Ischemic heart disease (disorder)",0
"48386d9f-a0e3-77bf-0963-5ea20f79d292",NA,NA,1928-09-10,NA,"999-69-3732","S99919272","X19785762X","Mr.","Claudio955","Murray856",NA,NA,NA,"asian","Other",1,"Hong Kong  Hong Kong Special Administrative Region  CN","233 Nitzsche Street Apt 31","Moreland","Victoria",NA,"Carlton North",3049,-37.673182,144.888492,183073.99,273143.07,94650,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48386d9f-a0e3-77bf-0963-5ea20f79d292","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-11-26 08:50:03,NA,"e03e23c9-4df1-3eb6-a62d-f70f02301496","727d8f15-b23e-a065-5622-85b99b2db622",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",129.94,0,405,52625.7,NA,NA,0,NA,NA,NA,NA,NA,NA
"48386d9f-a0e3-77bf-0963-5ea20f79d292","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-11-26 08:50:03,NA,"e03e23c9-4df1-3eb6-a62d-f70f02301496","727d8f15-b23e-a065-5622-85b99b2db622",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",311.87,0,405,126307.35,NA,NA,0,NA,NA,NA,NA,NA,NA
"48386d9f-a0e3-77bf-0963-5ea20f79d292","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-11-19,NA,"727d8f15-b23e-a065-5622-85b99b2db622",414545008,"Ischemic heart disease (disorder)",0
"50279ebe-f0ef-4a5e-49b0-59ef706c38b7",NA,NA,1950-03-08,NA,"999-74-1929","S99969522","X52851525X","Mrs.","Estela596","Rivera179",NA,"Díaz674",1,"white","Other",2,"Caracas  Capital District  VE","170 Wintheiser Terrace Suite 31","Swan Hill","Victoria",6065,"Fitzroy",3596,-35.123806,143.327682,965158.39,552855.29,39346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50279ebe-f0ef-4a5e-49b0-59ef706c38b7","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-04-25 10:54:10,NA,"734afbd6-4794-363b-9bc0-6a3981533ed5","5a66cdc9-cc78-14f9-5292-b6a16da8f788",309362,"Clopidogrel 75 MG Oral Tablet",635.79,247.29,205,130336.95,NA,NA,0,NA,NA,NA,NA,NA,NA
"50279ebe-f0ef-4a5e-49b0-59ef706c38b7","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-04-25 10:54:10,NA,"734afbd6-4794-363b-9bc0-6a3981533ed5","5a66cdc9-cc78-14f9-5292-b6a16da8f788",312961,"Simvastatin 20 MG Oral Tablet",588.41,470.73,205,120624.05,NA,NA,0,NA,NA,NA,NA,NA,NA
"50279ebe-f0ef-4a5e-49b0-59ef706c38b7","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-04-25 10:54:10,NA,"734afbd6-4794-363b-9bc0-6a3981533ed5","5a66cdc9-cc78-14f9-5292-b6a16da8f788",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",260.78,208.62,205,53459.9,NA,NA,0,NA,NA,NA,NA,NA,NA
"50279ebe-f0ef-4a5e-49b0-59ef706c38b7","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-04-25 10:54:10,NA,"734afbd6-4794-363b-9bc0-6a3981533ed5","5a66cdc9-cc78-14f9-5292-b6a16da8f788",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",1154.42,923.54,205,236656.1,NA,NA,0,NA,NA,NA,NA,NA,NA
"50279ebe-f0ef-4a5e-49b0-59ef706c38b7","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-04-18,NA,"5a66cdc9-cc78-14f9-5292-b6a16da8f788",414545008,"Ischemic heart disease (disorder)",0
"51156d93-5314-feef-6418-68b913df8f4f",NA,NA,1968-04-23,NA,"999-60-2027","S99931933","X17512636X","Mr.","Napoleon578","Cronin387",NA,NA,NA,"white","Other",1,"Fresno  California  US","1044 Donnelly Manor Apt 84","Douglas","Victoria",6023,"Port Melbourne",4873,-16.230854,145.299094,158595.08,39542.58,57097,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51156d93-5314-feef-6418-68b913df8f4f","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-12 00:04:24,NA,"26aab0cd-6aba-3e1b-ac5b-05c8867e762c","c7b790c3-fa40-011b-978d-e48a9dd7c66f",309362,"Clopidogrel 75 MG Oral Tablet",2212.74,0,47,103998.78,NA,NA,0,NA,NA,NA,NA,NA,NA
"51156d93-5314-feef-6418-68b913df8f4f","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-12 00:04:24,NA,"26aab0cd-6aba-3e1b-ac5b-05c8867e762c","c7b790c3-fa40-011b-978d-e48a9dd7c66f",312961,"Simvastatin 20 MG Oral Tablet",351.49,0,47,16520.03,NA,NA,0,NA,NA,NA,NA,NA,NA
"51156d93-5314-feef-6418-68b913df8f4f","medications",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-12 00:04:24,NA,"26aab0cd-6aba-3e1b-ac5b-05c8867e762c","c7b790c3-fa40-011b-978d-e48a9dd7c66f",866412,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",260.78,0,47,12256.66,NA,NA,0,NA,NA,NA,NA,NA,NA
"51156d93-5314-feef-6418-68b913df8f4f","medications",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-12 00:04:24,NA,"26aab0cd-6aba-3e1b-ac5b-05c8867e762c","c7b790c3-fa40-011b-978d-e48a9dd7c66f",705129,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",700.8,0,47,32937.6,NA,NA,0,NA,NA,NA,NA,NA,NA
"51156d93-5314-feef-6418-68b913df8f4f","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-05,NA,"c7b790c3-fa40-011b-978d-e48a9dd7c66f",414545008,"Ischemic heart disease (disorder)",0
"52312c7d-6124-5aec-86ff-164065027998",NA,NA,1936-03-02,NA,"999-12-8173","S99930249","X62923379X","Mr.","Robert854","Waters156",NA,NA,NA,"white","Other",1,"Thousand Oaks  California  US","797 Gulgowski Center Suite 93","South Gippsland","Victoria",6023,"Balaclava",3953,-38.40506851,146.0204631,992875.33,1273211.45,67493,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52312c7d-6124-5aec-86ff-164065027998","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988-04-11,NA,"f8c25977-d2a4-4a1e-e461-a57346799931",414545008,"Ischemic heart disease (disorder)",0
